current_official_name_of_satellite,country_of_operator_owner,operator_owner,users,purpose,class_of_orbit,type_of_orbit,perigee_km,apogee_km,perigee_km,launch_mass_kg,date_of_launch,expected_lifetime_yrs,launch_vehicle,norad_number,launch_year
Netsat-2,Germany,würzburg center for telematics,Commercial,Technology Demonstration,LEO,Sun-Synchronous,544.0,567.0,544.0,4.0,2020-09-28,4.0,Soyuz Family,46507,2020
Netsat-3,Germany,würzburg center for telematics,Commercial,Technology Demonstration,LEO,Sun-Synchronous,544.0,568.0,544.0,4.0,2020-09-28,4.0,Soyuz Family,46505,2020
Netsat-4,Germany,würzburg center for telematics,Commercial,Technology Demonstration,LEO,Sun-Synchronous,544.0,568.0,544.0,4.0,2020-09-28,4.0,Soyuz Family,46504,2020
NextSat-1,South Korea,korea advanced institute of science and technology (kaist),Government,Space Science,LEO,Sun-Synchronous,572.0,588.0,572.0,100.0,2018-12-03,4.0,SpaceX Falcon,43811,2018
Nexus,Japan,nihon university,Civil,Communications,LEO,Sun-Synchronous,480.0,512.0,480.0,4.0,2019-01-18,4.0,Epsilon,43937,2019
NigComSat-1R,Nigeria,nigcomsat,Commercial,Communications,GEO,Unknown,35.793,35.795,35.793,5.15,2011-12-17,15.0,Long March Family,38014,2011
NigeriaSat-2,Nigeria,national space research and development agency (nasrda),Government,Earth Observation,LEO,Sun-Synchronous,691.0,705.0,691.0,300.0,2011-08-17,7.0,Dnepr,37789,2011
Nigeriasat-X,Nigeria,national space research and development agency (nasrda),Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,661.0,696.0,661.0,100.0,2011-08-17,4.0,Dnepr,37790,2011
Nilesat 201,Egypt,egyptian radio and tv union,Government,Communications,GEO,Unknown,35.795,35.813,35.795,3.2,2010-08-04,15.0,Ariane Family,36830,2010
Nilesat 301,Egypt,egyptian radio and tv union,Government,Communications,GEO,Unknown,35.772,35.8,35.772,3.5,2022-06-08,15.0,SpaceX Falcon,52817,2022
Nimiq 4,Canada,"telesat canada ltd. (bce, inc.)",Commercial,Communications,GEO,Unknown,35.779,35.794,35.779,4.85,2008-09-19,15.0,Proton Family,33373,2008
Nimiq 5,Canada,echostar corporation (entire payload leased from telesat canada ltd.),Commercial,Communications,GEO,Unknown,35.7,35.7,35.7,4.745,2009-09-17,15.0,Proton Family,35873,2009
Nimiq 6,Canada,"telesat canada ltd. (bce, inc.)",Commercial,Communications,GEO,Unknown,35.764,35.809,35.764,4.745,2012-05-18,15.0,Proton Family,38342,2012
Ningxia-1 01,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,887.0,898.0,887.0,100.0,2019-11-13,4.0,Long March Family,44779,2019
Ningxia-1 02,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,886.0,897.0,886.0,100.0,2019-11-13,4.0,Long March Family,44780,2019
Ningxia-1 03,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,886.0,897.0,886.0,100.0,2019-11-13,4.0,Long March Family,44781,2019
Ningxia-1 04,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,884.0,898.0,884.0,100.0,2019-11-13,4.0,Long March Family,44782,2019
Ningxia-1 05,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,884.0,897.0,884.0,100.0,2019-11-13,4.0,Long March Family,44783,2019
Ningxia-2 01,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,857.0,866.0,857.0,100.0,2021-07-09,4.0,Long March Family,49018,2021
Ningxia-2 02,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,856.0,866.0,856.0,100.0,2021-07-09,4.0,Long March Family,49019,2021
Ningxia-2 03,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,855.0,866.0,855.0,100.0,2021-07-09,4.0,Long March Family,49020,2021
Ningxia-2 04,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,854.0,866.0,854.0,100.0,2021-07-09,4.0,Long March Family,49021,2021
Ningxia-2 05,China,ningxia jingui information technology co. ltd.,Commercial,Earth Observation,LEO,Non-Polar Inclined,853.0,866.0,853.0,100.0,2021-07-09,4.0,Long March Family,49022,2021
NIt,India,noorul islam university,Civil,Technology Development,LEO,Sun-Synchronous,496.0,517.0,496.0,15.0,2017-06-22,2.0,ISRO PSLV,42766,2017
Nntara Satu (PSN-6),Indonesia,pt pasifik satelit nntara,Commercial,Communications,GEO,Unknown,35.777,35.798,35.777,4.1,2019-02-21,15.0,SpaceX Falcon,44048,2019
NOAA-15,USA,national oceanographic and atmospheric administration (noaa) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,800.0,816.0,800.0,2.223,1998-05-13,3.0,Titan Family,25338,1998
NOAA-18,USA,national oceanographic and atmospheric administration (noaa) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,843.0,864.0,843.0,2.223,2005-05-20,3.0,Delta Family,28654,2005
NOAA-19,USA,national oceanographic and atmospheric administration (noaa) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,845.0,864.0,845.0,1.42,2009-02-06,3.0,Delta Family,33591,2009
NOAA-20,USA,national oceanographic and atmospheric administration (noaa) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,817.0,819.0,817.0,2.294,2017-11-18,7.0,Delta Family,43013,2017
Noor-2,Iran,revolutionary guard corps,Military,Earth Observation,LEO,Non-Polar Inclined,495.0,512.0,495.0,15.0,2022-04-08,4.0,Qased,51954,2022
Norbi,Russia,novosibirsk state university,Civil,Space Science,LEO,Sun-Synchronous,546.0,568.0,546.0,9.0,2020-09-28,4.0,Soyuz Family,46494,2020
NorSat-1,Norway,norwegian space center,Government,Earth Observation/Earth Science,LEO,Sun-Synchronous,586.0,605.0,586.0,30.0,2017-07-14,4.0,Soyuz Family,42826,2017
NorSat-2,Norway,norwegian space center,Government,Earth Observation,LEO,Sun-Synchronous,586.0,605.0,586.0,16.0,2017-07-14,4.0,Soyuz Family,42828,2017
NorSat-3,Norway,norwegian space center,Government,Earth Observation,LEO,Sun-Synchronous,609.0,613.0,609.0,15.0,2021-04-29,4.0,Vega Family,48272,2021
NorSat-TD,Norway,norwegian space center/statsat,Government,Earth Observation,LEO,Sun-Synchronous,494.0,507.0,494.0,35.0,2023-04-15,4.0,SpaceX Falcon,56194,2023
NovaSAR-1,United Kingdom,uk government/surrey satellite technologies,Commercial/Government,Earth Observation,LEO,Sun-Synchronous,586.0,600.0,586.0,430.0,2018-09-16,7.0,ISRO PSLV,43619,2018
NPP,USA,national oceanographic and atmospheric administration (noaa)/nasa,Government,Earth Observation,LEO,Sun-Synchronous,827.0,827.0,827.0,2.128,2011-10-28,4.0,Delta Family,37849,2011
NPSat-1,USA,f space test office,Civil/Military,Technology Development,LEO,Sun-Synchronous,710.0,720.0,710.0,85.0,2019-06-25,4.0,SpaceX Falcon,44340,2019
USA 301,USA,national reconnaissance office (nro),Military,Unknown,LEO,Sun-Synchronous,585.0,600.0,585.0,199.87465311986864,2020-06-13,4.0,Electron,45723,2020
USA 302,USA,national reconnaissance office (nro),Military,Unknown,LEO,Sun-Synchronous,585.0,600.0,585.0,199.87465311986864,2020-06-13,4.0,Electron,45724,2020
USA 303,USA,national reconnaissance office (nro),Military,Unknown,LEO,Sun-Synchronous,585.0,600.0,585.0,199.87465311986864,2020-06-13,4.0,Electron,45725,2020
USA 305,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Non-Polar Inclined,569.0,579.0,569.0,199.87465311986864,2020-07-15,4.0,Minotaur Family,45873,2020
USA 306,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Non-Polar Inclined,569.0,579.0,569.0,199.87465311986864,2020-07-15,4.0,Minotaur Family,45874,2020
USA 307,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Non-Polar Inclined,572.0,579.0,572.0,199.87465311986864,2020-07-15,4.0,Minotaur Family,45875,2020
USA 308,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Non-Polar Inclined,572.0,579.0,572.0,199.87465311986864,2020-07-15,4.0,Minotaur Family,45876,2020
USA 294,USA,national reconnaissance office (nro),Military,Technology Development,LEO,Polar,586.0,588.0,586.0,199.87465311986864,2020-01-31,4.0,Electron,45110,2020
USA 334,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Non-Polar Inclined,585.0,595.0,585.0,55.0,2022-07-13,4.0,Electron,53102,2022
USA 335,USA,national reconnaissance office (nro),Military,Technology Development,LEO,Polar,628.0,643.0,628.0,100.0,2022-08-04,4.0,Electron,53352,2022
USA 276,USA,national reconnaissance office (nro),Military,Technology Development,LEO,Non-Polar Inclined,300.0,300.0,300.0,199.87465311986864,2017-05-01,4.0,SpaceX Falcon,42689,2017
USA 327,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Non-Polar Inclined,1.007,1.207,1.007,1.0,2022-04-17,4.0,SpaceX Falcon,52259,2022
USA 326,USA,national reconnaissance office (nro),Military,Earth Observation,LEO,Sun-Synchronous,491.0,524.0,491.0,20.0,2022-02-02,4.0,SpaceX Falcon,51445,2022
NSLSat-1,Israel,nslcomm,Commercial,Technology Development,LEO,Sun-Synchronous,515.0,543.0,515.0,8.0,2019-07-05,4.0,Soyuz Family,44391,2019
NSLSat-2,Israel,nslcomm,Commercial,Technology Development,LEO,Sun-Synchronous,518.0,537.0,518.0,10.0,2023-01-03,4.0,SpaceX Falcon,55067,2023
NSS-10,Netherlands,ses s.a.,Commercial,Communications,GEO,Unknown,35.778,35.795,35.778,5.396,2005-02-03,16.0,Proton Family,28526,2005
NSS-11,Netherlands,ses s.a.,Commercial,Communications,GEO,Unknown,35.776,35.798,35.776,3.582,2000-10-02,15.0,Proton Family,26554,2000
NSS-12,Netherlands,ses s.a.,Commercial,Communications,GEO,Unknown,35.779,35.793,35.779,199.87465311986864,2009-10-29,15.0,Ariane Family,36032,2009
NSS-6,Netherlands,ses s.a.,Commercial,Communications,GEO,Unknown,35.776,35.797,35.776,4.575,2002-12-17,15.0,Ariane Family,27603,2002
NSS-7,Netherlands,ses s.a.,Commercial,Communications,GEO,Unknown,35.775,35.798,35.775,4.5,2002-04-16,14.0,Ariane Family,27414,2002
NSS-9,Netherlands,ses s.a.,Commercial,Communications,GEO,Unknown,35.784,35.792,35.784,2.238,2009-02-11,15.0,Ariane Family,33749,2009
Ñt-10,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,467.0,477.0,467.0,45.0,2020-11-06,4.0,Long March Family,46832,2020
Ñt-11,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,467.0,478.0,467.0,45.0,2020-11-06,4.0,Long March Family,46829,2020
Ñt-12,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,467.0,477.0,467.0,45.0,2020-11-06,4.0,Long March Family,46827,2020
Ñt-13,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,465.0,475.0,465.0,45.0,2020-11-06,4.0,Long March Family,46833,2020
Ñt-14,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,468.0,478.0,468.0,45.0,2020-11-06,4.0,Long March Family,46831,2020
Ñt-15,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,467.0,476.0,467.0,45.0,2020-11-06,4.0,Long March Family,46830,2020
Ñt-16,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,465.0,473.0,465.0,45.0,2020-11-06,4.0,Long March Family,46840,2020
Ñt-17,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,465.0,474.0,465.0,45.0,2020-11-06,4.0,Long March Family,46835,2020
Ñt-18,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,465.0,473.0,465.0,45.0,2020-11-06,4.0,Long March Family,46836,2020
Ñt-19,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,524.0,536.0,524.0,37.0,2021-06-30,4.0,SpaceX Falcon,48905,2021
Ñt-20,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,523.0,536.0,523.0,37.0,2021-06-30,4.0,SpaceX Falcon,48921,2021
Ñt-21,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,523.0,536.0,523.0,37.0,2021-06-30,4.0,SpaceX Falcon,48920,2021
Ñt-22,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,523.0,536.0,523.0,37.0,2021-06-30,4.0,SpaceX Falcon,48919,2021
Ñt-23,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,498.0,509.0,498.0,42.0,2022-04-04,4.0,SpaceX Falcon,52168,2022
Ñt-24,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,497.0,510.0,497.0,42.0,2022-04-04,4.0,SpaceX Falcon,52178,2022
Ñt-25,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,494.0,509.0,494.0,42.0,2022-04-04,4.0,SpaceX Falcon,52171,2022
Ñt-26,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,494.0,509.0,494.0,42.0,2022-04-04,4.0,SpaceX Falcon,52184,2022
Ñt-27,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,493.0,509.0,493.0,42.0,2022-04-04,4.0,SpaceX Falcon,52172,2022
Ñt-28,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,525.0,536.0,525.0,42.0,2022-05-25,4.0,SpaceX Falcon,52747,2022
Ñt-29,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,519.0,535.0,519.0,42.0,2022-05-25,4.0,SpaceX Falcon,52764,2022
Ñt-3 ,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Non-Polar Inclined,535.0,545.0,535.0,35.0,2017-06-15,4.0,Long March Family,42760,2017
Ñt-30,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,523.0,535.0,523.0,42.0,2022-05-25,4.0,SpaceX Falcon,52748,2022
Ñt-31,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,523.0,535.0,523.0,42.0,2022-05-25,5.0,SpaceX Falcon,52752,2022
Ñt-32,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,521.0,537.0,521.0,42.0,2023-01-03,3.0,SpaceX Falcon,55064,2023
Ñt-33,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,521.0,537.0,521.0,42.0,2023-01-03,3.0,SpaceX Falcon,55047,2023
Ñt-34,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,521.0,537.0,521.0,42.0,2023-01-03,3.0,SpaceX Falcon,55045,2023
Ñt-35,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,521.0,537.0,521.0,42.0,2023-01-03,3.0,SpaceX Falcon,55048,2023
Ñt-36,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,489.0,499.0,489.0,42.0,2023-04-15,4.0,SpaceX Falcon,56190,2023
Ñt-37,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,491.0,507.0,491.0,42.0,2023-04-15,4.0,SpaceX Falcon,56201,2023
Ñt-38,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,491.0,504.0,491.0,42.0,2023-04-15,4.0,SpaceX Falcon,56202,2023
Ñt-39,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,491.0,504.0,491.0,42.0,2023-04-15,4.0,SpaceX Falcon,56203,2023
Ñt-4,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,493.0,503.0,493.0,35.0,2018-02-02,4.0,Long March Family,43195,2018
Ñt-5,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,487.0,507.0,487.0,35.0,2018-02-02,4.0,Long March Family,43204,2018
Ñt-6 ,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,516.0,524.0,516.0,35.0,2020-09-02,4.0,Vega Family,46272,2020
Ñt 7,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,476.0,490.0,476.0,45.0,2020-01-15,4.0,Long March Family,45017,2020
Ñt 8,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,475.0,492.0,475.0,45.0,2020-01-15,4.0,Long March Family,45018,2020
Ñt-9,Argentina,satellogic s.a.,Commercial,Earth Observation,LEO,Sun-Synchronous,467.0,479.0,467.0,45.0,2020-11-06,4.0,Long March Family,46828,2020
NuSTAR,USA,national aeronautics and space administration (nasa),Government,Space Science,LEO,Equatorial,613.0,632.0,613.0,360.0,2012-06-13,2.0,Pegasus XL,38358,2012
219,USA,national aeronautics and space administration (nasa)-ames research center/stanford university,Civil/Government,Space Science,LEO,Polar,624.0,654.0,624.0,6.0,2010-11-20,4.0,Minotaur Family,37224,2010
O3b FM02,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.063,8.069,8.063,700.0,2013-06-25,10.0,Soyuz Family,39190,2013
O3b FM03,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.06,8.071,8.06,650.0,2014-07-10,10.0,Soyuz Family,40079,2014
O3b FM04,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.062,8.069,8.062,700.0,2013-06-25,10.0,Soyuz Family,39189,2013
O3b FM05,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.064,8.068,8.064,700.0,2013-06-25,10.0,Soyuz Family,39188,2013
O3b FM06,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.831,7.845,7.831,650.0,2014-07-10,10.0,Soyuz Family,40080,2014
O3b FM07,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.827,7.844,7.827,650.0,2014-07-10,10.0,Soyuz Family,40081,2014
O3b FM08,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.815,7.842,7.815,650.0,2014-07-10,10.0,Soyuz Family,40082,2014
O3b FM09,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.063,8.068,8.063,650.0,2014-12-18,10.0,Soyuz Family,40351,2014
O3b FM10,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.063,8.069,8.063,650.0,2014-12-18,10.0,Soyuz Family,40348,2014
O3b FM11,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.063,8.069,8.063,650.0,2014-12-18,10.0,Soyuz Family,40349,2014
O3b FM12,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.063,8.069,8.063,650.0,2014-12-18,10.0,Soyuz Family,40350,2014
O3b FM13,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.062,8.069,8.062,650.0,2018-03-09,10.0,Soyuz Family,43234,2018
O3b FM14,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.062,8.069,8.062,650.0,2018-03-09,10.0,Soyuz Family,43233,2018
O3b FM15,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.062,8.069,8.062,650.0,2018-03-09,10.0,Soyuz Family,43231,2018
O3b FM16,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.062,8.069,8.062,650.0,2018-03-09,10.0,Soyuz Family,43232,2018
O3b FM17,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.838,7.84,7.838,700.0,2019-04-04,10.0,Soyuz Family,44114,2019
O3b FM18,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.829,7.839,7.829,700.0,2019-04-04,10.0,Soyuz Family,44115,2019
O3b FM19,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.818,7.839,7.818,700.0,2019-04-04,10.0,Soyuz Family,44113,2019
O3b FM20,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,7.809,7.839,7.809,700.0,2019-04-04,10.0,Soyuz Family,44112,2019
O3b PFM,United Kingdom,o3b networks ltd.,Commercial,Communications,MEO,Equatorial,8.063,8.069,8.063,700.0,2013-06-25,10.0,Soyuz Family,39191,2013
OCO 2,USA,national aeronautics and space administration (nasa),Government,Earth Observation,LEO,Sun-Synchronous,701.0,704.0,701.0,454.0,2014-07-02,2.0,Delta Family,40059,2014
Oculus ASR,USA,michigan technological university/air force research laboratory,Military,Technology Development,ELLIPTICAL,Molniya,306.0,853.0,306.0,70.0,2019-06-25,7.0,SpaceX Falcon,44356,2019
Odin,Sweden,swedish national space board,Government,Earth Observation,LEO,Sun-Synchronous,569.0,573.0,569.0,250.0,2001-02-20,2.0,Start 1,26702,2001
Odyssey,USA,u.s. space force,Military,Space Observation,LEO,Sun-Synchronous,405.0,450.0,405.0,199.87465311986864,2021-06-13,4.0,Pegasus XL,48844,2021
